y_true,y_pred
,7891.552175367635
,8024.260865131969
,8272.77582058055
,8602.28088600249
,8275.157805569752
,7840.846605768221
,8908.795969381661
,8222.070250979916
,8551.575316402063
,8224.452235967865
,7620.953743567671
,7922.849725933344
,8858.090399781322
,8171.3646816202945
,8500.869747279941
,8173.746667085465
,8807.384831855481
,8120.659113693244
,7688.729899838912
,7821.438589841416
,8756.679263929089
,8399.458611428796
,8072.335531232437
,7770.73302191571
,8705.973696003184
,8019.247977439475
,8348.753042698268
,7418.131469541152
,7587.318761980733
,7720.027451582381
,8655.268125269022
,7968.542406704347
,8298.047471965525
,7970.924391372034
,7367.4258988092015
,7536.613191245028
,7669.321880579097
,8604.562553997224
,7917.836835165005
,8247.34190015573
,7920.218819292694
,7316.720326461339
,7867.131262548514
,8196.63632754122
,7869.51324667703
,7266.014753844658
,7435.20204601448
,7567.91073534531
,7816.425689096946
,8145.930753673001
,7818.807672387621
,7215.309179138398
,7384.496470889553
,7517.205159805069
,8452.445832806405
,7765.720113555799
,8095.225178127749
,7768.102096849398
,7164.6036035993075
,8401.740257265348
,7717.396521770765
,7113.898028676581
,7283.085320582388
,7415.794009652271
,8351.034682807625
,7664.308963711478
,7993.81402843974
,7063.19245422035
,7232.379746124223
,7365.088435193854
,8300.329108350455
,7613.603389254219
,7943.108453957425
,7012.486879682243
,7181.674171562147
,7314.382860605905
,8249.623533735126
,7562.897814613091
,7892.402879315381
,7565.279798163099
,6961.781305041776
,7130.968596921115
,7512.1922399730865
,7841.697304405583
,6911.075729595969
,7080.263021207451
,7212.971709983718
,8148.212382845028
,7461.486663455944
,7790.99172788905
,7463.868646465987
,6860.37015308106
,7029.557444692683
,8097.506806329097
,7410.781086939924
,7740.28615142848
,7413.163070059181
,7111.560557223057
,8046.801230138284
,7689.580575289434
,6928.1462922561395
,7638.874999153982
,7311.751917785891
,6708.253424451331
,7010.14940494869
,7945.390077863925
,7588.1694230167495
,7261.002129788386
,6826.602504394269
,6959.266981363279
,7894.463442415297
,7207.693511217899
,7209.98707061494
,6606.444365415435
,6775.587445221214
,7843.448383241805
,7156.678452043629
,7158.972011439414
,6555.429306242946
,6857.236861557575
,7105.663389958521
,7107.956947898984
,6504.414241974241
,6673.557321047525
,6806.221797287038
,7054.648325686638
,7384.109177584235
,7056.941883626983
,6453.399177702535
,6622.542256778698
,7690.403193318263
,7003.633261379864
,7333.094113265877
