y_true,y_pred
,19.748084498998786
,17.427347170651487
,19.97369258371017
,17.766514437348537
,11.788260316815997
,14.230428518113914
,20.109576643058002
,17.788839313207493
,12.14975245485884
,15.351002050590758
,20.471068779597115
,20.696676857043837
,15.712494174322167
,18.850990828626387
,15.31490490213027
,16.073986295926208
,21.194053022802603
,18.873315662126956
,21.4196610428746
,19.212482864169026
,16.43547824539624
,21.5555449435798
,19.234807559337817
,16.03788868317664
,22.142644672225174
,13.957212293518012
,16.399380438913234
,17.15846178742012
,22.27852846901204
,22.504136455893793
,16.760872243514555
,17.51995359202622
,20.319282905989724
,20.65845008447306
,14.680195919858136
,17.881445430406217
,23.001512116814407
,20.68077474436961
,23.227120096381356
,15.041687707344767
,18.242937183968753
,23.363003853414092
,21.042266464016176
,21.381433607642485
,15.403179425583637
,17.84534756534955
,21.403758180356512
,23.950103531896833
,21.742925311775714
,24.085987225549985
,24.311595162804917
,22.104416942673737
,16.12616274841472
,18.568330854862467
,24.67308668805899
,22.46590844681138
,25.034578171038817
,16.849145714412238
,20.0503951234111
,25.170446719996164
,22.84969425771837
,25.396024536864665
,17.21056200211476
,19.65271506948915
,25.53182373071097
,23.21106666899899
,25.757392348706396
,17.5719206150775
,20.0140690830304
,20.77313074522444
,25.89317774050678
,23.572420676915396
,26.118746354765292
,17.933274617391774
,20.375422980619756
,21.134484539981603
,23.933774266014385
,24.272901856547975
,20.73677626118725
,26.61588471299171
,24.295127530332234
,26.841453089082787
,24.63425508838166
,24.65648069718843
,24.995608255222365
,19.017334272485403
,21.459482611549547
,22.218544146750308
,27.33859101502999
,27.56415937527643
,19.37868729576537
,25.379186671444934
,27.92551217821268
,22.941249884816575
,25.74053947437457
,28.286864553145723
,26.079666072445338
,20.101391617652858
,23.302600547790504
,28.648214360143843
,26.44101587946374
,20.462741424267833
,22.904889290924586
,26.80236568392665
,20.824091228748642
,23.26623909540367
,24.02530015937537
,29.370913974217192
,24.386649972183953
,29.506696369242807
,23.988938721046285
,24.747999787534162
,29.868046187111347
,21.908140681192577
,25.1093496180455
,28.247764963154907
,24.711638407035842
,25.470699486006097
,28.26998825126325
,30.816313345896965
,28.609114881060776
,25.07298832493371
,25.832049392657552
,30.952095793463585
,28.631338135409628
,31.177663218758642
,22.99219029244749
,25.434338164811628
,26.193399233304948
,31.31344563487719
,31.5390130617227
,23.353540136937475
,25.79568800850792
,26.554749076190795
,31.674795476969674
,29.354037818883356
,31.900362902205167
,29.69316442607099
,26.15703784738667
,26.916098915074944
,29.7153876577579
,32.261712741083784
,30.054514264972955
,26.51838768626566
,27.277448753958723
,30.07673749664021
,32.6230625799621
,30.415864103841507
,24.43758965358066
,26.87973752514465
,27.6387985928425
,32.75884499361002
,30.43808733552425
,32.98441241885276
,30.777213942722277
,28.000148431719083
,33.12019483248972
,30.799437174408297
,25.160289331340497
,27.602437202908124
,28.361498270603228
,33.70711209662175
,31.499913620492798
,25.521639170226948
,27.96378704179285
,28.72284810948738
9.0,
18.0,
10.0,
18.0,
10.0,
19.0,
9.0,
24.0,
20.0,
24.0,
20.0,
18.0,
10.0,
9.0,
18.0,
9.0,
9.0,
10.0,
10.0,
10.0,
12.0,
10.0,
10.0,
42.0,
20.0,
20.0,
10.0,
10.0,
40.0,
10.0,
10.0,
20.0,
22.0,
20.0,
10.0,
22.0,
30.0,
24.0,
12.0,
44.0,
20.0,
32.0,
22.0,
20.0,
34.0,
10.0,
10.0,
20.0,
32.0,
12.0,
20.0,
10.0,
10.0,
48.0,
20.0,
12.0,
22.0,
12.0,
36.0,
24.0,
36.0,
48.0,
36.0,
12.0,
22.0,
24.0,
12.0,
12.0,
12.0,
10.0,
12.0,
12.0,
46.0,
20.0,
30.0,
102.0,
48.0,
42.0,
34.0,
32.0,
24.0,
9.0,
10.0,
21.0,
12.0,
34.0,
24.0,
52.0,
60.0,
22.0,
12.0,
44.0,
12.0,
12.0,
30.0,
22.0,
18.0,
12.0,
12.0,
46.0,
24.0,
9.0,
21.0,
21.0,
12.0,
30.0,
20.0,
30.0,
30.0,
16.0,
18.0,
10.0,
48.0,
10.0,
10.0,
10.0,
58.0,
18.0,
10.0,
10.0,
91.0,
13.0,
52.0,
26.0,
13.0,
52.0,
34.0,
8.0,
32.0,
13.0,
52.0,
13.0,
13.0,
26.0,
34.0,
47.0,
13.0,
78.0,
8.0,
13.0,
26.0,
26.0,
26.0,
26.0,
13.0,
32.0,
26.0,
26.0,
13.0,
26.0,
13.0,
13.0,
26.0,
117.0,
13.0,
13.0,
73.0,
26.0,
26.0,
13.0,
13.0,
26.0,
26.0,
13.0,
26.0,
26.0,
