y_true,y_pred
,3469.4342347357215
,3500.387422824966
,3331.7200619553387
,3205.1418012335375
,2888.484984708518
,3596.1246863783654
,3566.13859037342
,3469.029880817163
,3499.9830689060677
,3331.3157080367796
,2888.0806307904395
,3595.7203324603443
,3468.625526775325
,3499.5787148039917
,3330.911353872867
,2887.676276502613
,3595.315978111367
,3565.3298820445275
,3468.2211724255812
,3499.174360453613
,3203.9287387386617
,2887.2719221531456
,3594.911623760463
,3467.8168180314374
,3498.7700060365296
,3203.5243842766813
,2886.8675676677385
,3594.507269253574
,3467.4124635244993
,3329.698290574802
,3203.120029768903
,3564.1168186565314
,3467.0081090168437
,3497.9612970233957
,2886.0588586596127
,3593.6985602455106
,3563.7124641603277
,3466.603754520819
,3497.5569425270305
,3202.311320770025
,3563.3081096639025
,3466.199400024795
,3497.1525880306663
,3201.9069662752113
,2885.2501496676327
,3592.8898512535607
,3562.903755166867
,3496.7482335334075
,3328.0808725812035
,3201.5026117755892
,3562.4994006672514
,3465.390691027681
,3496.343879035575
,3327.6765180817674
,3201.0982572763264
,2884.4414405295147
,3592.0811419769757
,3562.095045750616
,3327.272162747028
,3561.690690277111
,3464.581980498433
,3495.535168365217
,3326.867807274278
,3200.2895463290793
,2883.632729582653
,3591.2724310301373
,3561.2863347908024
,3464.177624999457
,3495.130812853479
,3326.463451748365
,3199.885190791273
,3590.8680754667334
,3494.726457289552
,3326.059096185516
,3199.4808352278587
,3590.463719903684
,3463.3689138722834
,3325.654740787827
,2882.4196632352086
,3590.0593647528895
,3560.0732685948415
,3325.2503858006635
,3198.6721249258526
,2882.0153082486167
,3589.655009765739
,3559.6689136094233
,3462.560203899264
,3324.8460310611517
,2881.610953755266
,3559.2645593625994
,3462.155849776298
,3493.109037836801
,3324.4416769374466
,3197.863416187119
,2881.2065996327797
,3588.846301273614
,3558.8602052392325
,3461.751495654344
,3492.7046837373337
,3324.037322861552
,3197.459062133169
,2880.8022456026556
,3558.455851256197
,3461.3471416921348
,3323.6329689000595
,3588.0375933046903
,3460.9427877316552
,3323.228614939305
,3196.6503542112096
,2879.993537664217
,3460.5384337071305
,3491.4916217727523
,2879.5891835911257
,3557.242789211258
,3491.0872677013554
,3322.419906808642
,3195.8416460640524
,2879.1848295180343
,3586.8245311644127
,3556.838435138359
,3459.729725633514
,3322.0155529547624
,3195.437292283218
,2878.7804758106936
,3586.420177530241
,3556.4340815778555
,3459.3253720725593
,3490.2785602135823
,3321.611199395014
,3586.0158239703474
,3556.029728017353
,3321.2068459052025
,3194.6285852581764
,2877.971768809145
,3555.6253746239427
,3458.5166651436434
,3489.4698533064397
,3320.80249251271
,3194.224231865119
,3585.2071171606467
,3555.2210212320165
,3489.0655001010928
,3320.3981393989
,2877.1630624888508
,3554.816668490367
,3457.7079591015877
,3488.6611473593034
,3319.9937866588584
,3193.415526104907
,2876.7587097481733
,3554.4123157495706
,3457.303606361646
,3488.2567947157145
,3193.0111736545555
,2876.3543573956085
,3554.00796359031
,3456.8992542995934
,3487.8524426542936
,3319.185082049612
,2875.9500053334496
,3583.589707268644
,3553.603611529782
,3487.4480905928726
,3318.7807299989367
,2875.5456533024817
,3487.0437386014787
,3318.3763780080826
,3191.798117561136
,2875.1413013121078
,3552.7949075288548
,3455.6861982469695
,3317.972026017697
,3191.3937655704544
,3552.3905555375995
,3486.2357847787416
,3317.568799265331
,3190.9909138978137
,2874.334472727657
,3551.988829101727
,3485.834058344673
,3317.167072829858
,3190.589187462155
,3551.5871026669274
,3485.432331908861
,3190.187461026497
,2873.531020094278
,3551.1853769411705
,3316.3636213781792
,3189.7857362468267
,2873.12929531374
,3453.6753181965223
,3484.6288818758358
,3315.961896597387
,3189.3840114664763
,2872.7275705336974
,3453.273593730848
,3315.5601723418567
,3188.982287315232
,3549.9802035448374
,3452.8718696842825
,3483.8254334694147
,3315.158448295291
,3188.5805632684796
,2871.9241224405364
,3579.564199806237
,3452.4701456377175
,3483.4237094725318
,3314.756724348033
,3549.176755746061
,3452.068421935096
,3483.021985768781
,3314.355000644822
,2871.120674888106
,3578.760752302789
,3482.620262067174
,3313.953276941611
,2870.71895118479
,3578.3590285957193
,3548.3733083318275
,3482.218538347452
,3313.5515532181853
,3186.973668237909
,3547.971584600767
,3450.863250785037
,3481.8168146154003
,2869.915503722819
,3577.5555811337713
,3547.5698608710004
,3450.4615270029653
,3481.4150907807875
,3186.170220567764
,2869.513779732638
,3547.1681367760234
,3450.0598029083894
,3481.0133666858706
,2869.112055637955
,3546.766412681899
,3480.6116425928976
,3311.9446574118147
,3185.3667724357706
,3576.3504090731685
,3546.3646888128933
,3480.209918836739
,3311.5429337134265
,3575.9486853717763
,3448.854631303883
,3311.141210015038
,2867.9068842592405
,3448.4529076047575
,3479.406471448278
,3310.739486332698
,2867.505160594708
,3575.145238017764
,3310.3377626940087
,2867.1034369558515
,3544.757794129505
,3447.6494603261976
,3478.6030241702856
,3309.93603905458
,3183.358154085946
,3574.3417907021744
,3447.2477366128733
,3309.5343153035265
,3182.9564303166394
,2866.2999895272396
,3543.954346663428
,3446.846012843367
,3477.799576666795
,3182.554706545934
,2865.8982657572014
,3573.5383431622126
,3543.55262293103
,3477.3978530134414
,2865.496542218379
,3573.1366196615227
,2865.0948187173994
,3572.7348961606626
,3445.6408421477217
,3307.9274209165
,3181.3495359681515
,2864.6930952170064
,3572.333172660851
,3445.2391186481555
,3476.1926825105734
,3307.5256974148874
,3571.931449160515
,3541.945728928932
,3444.8373951472827
,3475.7909590093604
,3307.123973914752
,3180.5460889667493
,2863.889648215816
,3571.529725659824
,3541.544005429583
,3444.43567164641
,3475.38923551009
,3306.722250413878
,3180.14436546637
,2863.4879247155145
,3571.128002160012
,3541.1422819283093
,3444.0339481455367
,3474.9875120086763
,3306.3205269139416
,3179.7426419656686
,2863.0862012152134
,3570.7262786591527
