y_true,y_pred
,6677.660451660995
,6419.471009943107
,6172.698909025173
,6722.130342453959
,6283.650637843651
,5803.03209978285
,6145.898109307427
,6624.058852223717
,6064.9068459820355
,5776.231300064168
,6365.8694105062805
,6119.097309588256
,6668.528743017241
,6230.0490389977085
,6597.258053685225
,6038.106048034466
,5749.430502708036
,6339.068613738775
,6092.296513411635
,6641.727947430484
,6011.305252446425
,5722.629707118712
,6312.267818152394
,6543.656462512365
,5984.504456857524
,5695.828911825556
,6588.126357425707
,6149.646653698868
,6516.855668678361
,5669.028118283996
,6561.3255638847595
,6490.054875135276
,5642.227324744235
,5985.093336031444
,6534.524770343246
,6096.045066616082
,6463.25408159578
,5904.102075888409
,5615.42653051074
,5958.292541102395
,6507.723975067557
,6069.244270992186
,5877.301279918782
,5588.625734538608
,5931.491745133015
,6480.92317909771
,6042.4434750216
,5561.824938570231
,5904.690949163133
,6015.642691160702
,6382.8517118448735
,5535.02417286626
,6124.662289896175
,5877.890195566579
,6427.321635583944
,6356.050958248993
,5796.898958594332
,5508.223419268769
,6097.861536299673
,6400.52088198705
,6329.250204651316
,5770.098205155467
,6071.060783182898
,5824.288689012678
,6373.720129190684
,5935.2404313288525
,6302.449452174754
,6044.2600307060675
,5797.487936536593
,5908.439678852963
,6275.648699698644
,5716.496700204672
,6017.459278229236
,5770.687185070412
,6320.118626258082
,5881.638929407042
,5689.695952778366
,5401.020414623532
,5990.658532822429
,5743.886439663519
,5854.83818400074
,6222.047205858057
,5662.895207373591
,5374.219669214375
,5963.857787416372
,6266.517199486781
,5828.037534656056
,5636.094622071714
,5347.419115934829
,5690.285205018691
,6239.7166782268005
,5801.23701339712
,6168.446067274214
,5609.294100811687
,5320.618594674251
,5910.2567448957525
,5663.484683757481
,6212.916165666117
,5774.436509535264
,6141.645572112149
,5293.818116913303
,5636.684223393518
,6186.115705302833
,5747.6360491723935
,6114.84511174926
,5555.693153985638
,5267.01765654969
,5609.883763030841
,6159.315244939549
,5720.835593976173
,6088.044661721575
,5528.892709128828
,5240.217216858306
,5829.855380947848
,5583.083333676365
,6132.514820752933
,5694.035169789703
,5502.092284940081
,5803.054956760123
,5556.282909489444
,6105.714396565765
,5667.234754810807
,6034.443831761928
,5475.2918883749235
,5186.616405315978
,5776.254578611775
,6078.914036832194
,5640.434395077367
,6007.643472029808
,5159.81604557984
,5749.454218878582
,5502.6821808140885
,5613.634035343419
,5980.890134717478
,5421.785213749652
,5476.116933190892
,6025.595451896985
,5587.162832564248
,5954.418931937379
