y_true,y_pred
,18.367137669221236
,19.98395463231677
,16.658021099940278
,18.561735548634207
,20.86886586807057
,18.712352618936507
,18.756333428050414
,20.37315039114162
,21.063463747803908
,18.950931309364897
,20.56774827277095
,21.258061629429235
,17.24181474165715
,21.452659511060183
,19.296146262908017
,17.436412625272805
,14.37773818665006
,19.490744149165806
,20.72887325885586
,19.5347249621931
,21.15154192626501
,21.841855282359617
,19.68534203297698
,20.923471141430454
,14.76693395303653
,19.729322841075227
,21.346139803928075
,22.03645316002289
,19.87993991243424
,18.020206275938467
,14.961531837895865
,19.92392072773389
,22.23105105026893
,20.07453780269079
,21.312666913021996
,18.214804166342205
,15.156129728370558
,21.73533558301849
,22.425648940987518
,21.50726480381078
,18.40940205713181
,15.350727619989314
,20.463733588413213
,18.603999953720383
,15.545325516577261
,20.50771440733141
,22.124531372884633
,22.814844731682197
,20.658331483662206
,18.79859784628223
,22.31912926141884
,23.0094426188747
,22.091058480669563
,18.99319573347138
,15.934521296342368
,20.896910187098857
,22.51372715264572
,23.204040511446713
,21.047527264769535
,19.18779363008993
,16.129119192951855
,21.091508083587563
,22.708325049023802
,23.3986384077048
,22.48025427195651
,21.28610597938028
,22.90292294481398
,19.576989421795535
,21.48070387602143
,23.097520841877273
,23.787834200984474
,22.869450066089087
,23.292118740638834
,23.98243209974624
,21.82591885312081
,21.869899672257407
,24.177029996706572
,23.258645861298316
,20.160783115506188
,17.10210867841606
,22.064497569224233
,23.681314533929086
,24.371627891888505
,23.453243754681438
,20.355381008004308
,17.29670657002235
,23.875912424642742
,24.566225782600974
,22.409712535670856
,23.647841646580297
,17.49130446310019
,22.648291248437083
,24.955421572285438
,22.798908325360156
,22.993506220206132
,24.231635334473147
,21.133772591719794
,21.328370510023383
,18.26969607598467
,25.539215300385948
,23.382702056815173
,24.62083117643305
,18.464294010353512
,25.04349988357223
,25.733813250824642
,23.577300012602702
,24.815429132221862
,21.71756639481892
,18.65889364400211
,23.621284221057653
,25.928417918027115
,23.771906357658754
,25.01003715512655
,21.91217609560762
,23.815893921818525
,26.123027890904833
,23.966516466590768
,25.204647400120674
,22.10678647665219
,25.627323362910058
,26.31763854407409
,24.16112767519049
,25.399259164143
,19.242726736740856
,24.205118005283868
,25.821937348620654
,26.512253085212024
,22.4960133372213
,19.437344138482082
,26.706879068794215
,24.550371060516465
,25.78850541009004
,19.631978703906427
,24.594372833062796
,26.21119503701376
,24.74502534815754
,22.88532191249757
,19.826662574864898
,24.789066565131193
,26.405898630188023
,27.096227088499415
,20.02136704567988
,24.983771255337395
,26.60060353981602
,27.29093221753382
,25.134434289775964
,26.37257871985317
,23.274731292934018
,20.216072175823978
,26.7953086721826
,27.48563735100734
,25.329139424357717
,20.41077731262812
,25.373181523407215
,26.990013808988056
,27.680361081177793
,25.523881747888733
,26.76204477244687
,20.605575416236668
,25.567998220368438
,27.875196371504025
,25.718717038807327
,23.85905123207139
,20.800410708914463
,25.762833513633034
,27.151715358378905
,20.995246003338522
,25.957668808069254
,26.10838762358074
,21.190081289601295
,26.15250409296936
,27.769354971129623
,28.459702242543095
,26.303222908478087
,27.541385932252492
,24.44355709901619
,21.384916574489242
,27.964190256025837
,26.498058193370145
,27.736221217145836
,21.579751859389717
,26.69289347827147
,27.93105650204809
,24.83322766882138
,26.737009947653018
,28.353860825818256
,29.044208097227827
,26.887728763163526
,25.028062953708705
,21.96942242917949
,28.548696110713056
,29.239043382124247
,25.222898238611297
,22.164257714073017
,29.433878667020664
,27.277399332958232
,25.41773352350546
,28.938366680503833
,29.628713951918172
,28.71039764162583
,25.612568808399622
,27.516351087243237
,29.133201965398165
,29.823549236811786
,28.905232926519165
,25.80740409328694
,22.7487635687675
,27.71118637213315
,29.328037250294614
,29.100068211421426
13.0,
9.0,
16.0,
81.0,
18.0,
36.0,
33.0,
12.0,
9.0,
9.0,
9.0,
18.0,
24.0,
27.0,
57.0,
9.0,
9.0,
9.0,
27.0,
9.0,
27.0,
36.0,
9.0,
9.0,
9.0,
21.0,
69.0,
36.0,
18.0,
30.0,
27.0,
18.0,
9.0,
18.0,
27.0,
18.0,
18.0,
9.0,
18.0,
30.0,
10.0,
20.0,
42.0,
18.0,
48.0,
10.0,
10.0,
28.0,
20.0,
22.0,
30.0,
44.0,
18.0,
10.0,
19.0,
10.0,
19.0,
30.0,
36.0,
10.0,
10.0,
10.0,
10.0,
20.0,
34.0,
72.0,
10.0,
10.0,
34.0,
12.0,
20.0,
10.0,
10.0,
10.0,
10.0,
10.0,
10.0,
12.0,
20.0,
10.0,
12.0,
20.0,
20.0,
10.0,
10.0,
12.0,
12.0,
20.0,
36.0,
20.0,
10.0,
64.0,
36.0,
48.0,
12.0,
12.0,
12.0,
10.0,
22.0,
60.0,
24.0,
10.0,
24.0,
40.0,
12.0,
12.0,
44.0,
24.0,
36.0,
12.0,
34.0,
10.0,
20.0,
24.0,
12.0,
12.0,
21.0,
10.0,
12.0,
60.0,
12.0,
12.0,
12.0,
9.0,
10.0,
24.0,
12.0,
10.0,
10.0,
21.0,
9.0,
42.0,
10.0,
9.0,
9.0,
36.0,
12.0,
28.0,
22.0,
22.0,
32.0,
20.0,
40.0,
22.0,
12.0,
20.0,
24.0,
12.0,
20.0,
21.0,
61.0,
24.0,
20.0,
18.0,
40.0,
20.0,
10.0,
10.0,
20.0,
10.0,
20.0,
18.0,
10.0,
20.0,
28.0,
20.0,
20.0,
20.0,
10.0,
20.0,
13.0,
21.0,
13.0,
26.0,
13.0,
39.0,
13.0,
13.0,
26.0,
32.0,
13.0,
39.0,
78.0,
52.0,
21.0,
26.0,
21.0,
26.0,
13.0,
13.0,
78.0,
39.0,
91.0,
39.0,
42.0,
26.0,
13.0,
39.0,
52.0,
52.0,
39.0,
26.0,
47.0,
13.0,
52.0,
39.0,
13.0,
16.0,
13.0,
24.0,
