y_true,y_pred
,21296.375773598545
,23006.274707259705
,15958.75738408047
,22114.639083277183
,18475.171312724993
,25715.051828697222
,21077.758169997694
,22787.65710591634
,15740.139784994884
,18256.553720401345
,25496.434239158538
,20859.140580963947
,22569.039517385485
,15521.522196974249
,21677.403898924167
,18037.936131593407
,25277.81664914524
,15302.904603481093
,17685.261015381267
,25059.19905450561
,20421.9053972652
,15084.287015223472
,21240.168718151162
,17466.64343140235
,17600.700955070857
,24840.58147315233
,14865.669428988185
,21021.55113025746
,24621.963881998716
,19984.670220498898
,14647.051829855725
,17163.46575680228
,24403.3462722271
,21475.951543812214
,20584.3159195038
,16810.79062883825
,16944.848148589976
,19547.435003286555
,21257.333936790674
,14209.816488940429
,20365.698063466058
,16592.1726483309
,16726.230043552703
,19328.816656276595
,21038.715468774095
,20147.0796024803
,20820.097014784864
,13772.579570453796
,16154.935727747225
,16288.993121912226
,20601.478533439717
,15936.31724182576
,23310.255026277675
,18672.9612391643
,20382.860046680606
,13335.342597351533
,19491.224170396177
,15717.698753753633
,18454.342758105027
,15499.080283185682
,15633.137679529837
,22873.01807198726
,19945.62308285893
,12898.105628760757
,19053.987197030612
,15414.519164635982
,22654.399549694674
,18017.105758558133
,12679.487108681398
,18835.36867767186
,15195.900646773265
,22435.781032537718
,17798.4872419049
,18616.750162485456
,14843.224742314327
,22217.162518854842
,17579.868728191017
,19289.767531946658
,12242.2500788635
,18398.13164815941
,14624.606227771355
,14758.663619178176
,21998.544006629007
,17361.2502171392
,19071.149022275127
,12023.631570580485
,14405.987711823476
,14540.045098015577
,21779.925480267953
,18852.53048549588
,17960.894594037694
,14187.369168368059
,13968.750616088659
,14102.808000806446
,21342.688381580483
,18415.293384495777
,11367.775926423266
,13750.132065348784
,13884.189450336533
,21124.069831437177
,16486.77603541612
,18196.674834031088
,17305.038939959457
,13531.513514405782
,13665.570899258357
,20905.451284717314
,16268.1574932512
,10930.53884268323
,17086.420411336363
,13312.89499033465
,13446.952378597824
,17759.437772336154
,10711.92031751706
,16867.80188505678
,20468.214222165225
,15830.920425102622
,17540.81922267183
,10493.301763388663
,16649.18332648452
,12875.657904378533
,13009.715292658611
,17322.200686426477
,10274.683231613893
,16430.564799167114
,12657.039377069115
,20030.977149666964
,15393.683357084963
,10056.064704293214
,16211.946271849705
,12438.420849763204
,19812.358622360407
,12353.859710703862
,16666.34510448516
,15774.70921721385
,12135.241183387741
,19375.121567739632
,14737.827775147307
,16447.726577169764
,9400.209122360891
,15556.090689915145
,11782.565267792823
,14519.209247829536
,16229.10804985437
,9181.590595051097
,11563.946740483407
,18937.88451311885
,16010.489522545666
,11345.328213173989
,11479.385601477814
11090.0,
55450.0,
6321.3,
22180.0,
12642.6,
46688.9,
6654.0,
11090.0,
6543.1,
11090.0,
39702.2,
33270.0,
44360.0,
6654.0,
12642.6,
66540.0,
17300.4,
22180.0,
11090.0,
33270.0,
17411.3,
11090.0,
22180.0,
22180.0,
11090.0,
51014.0,
6210.4,
17411.3,
39813.1,
44360.0,
11090.0,
12975.3,
6210.4,
23732.6,
28834.0,
6654.0,
6210.4,
19962.0,
6210.4,
57668.0,
6654.0,
30941.1,
6654.0,
6321.3,
12864.4,
19851.1,
6432.2,
6321.3,
6654.0,
6543.1,
6210.4,
6543.1,
17633.1,
11090.0,
13308.0,
11090.0,
6654.0,
6543.1,
6543.1,
15969.6,
6432.2,
11090.0,
59553.3,
12309.9,
35931.6,
35931.6,
6210.4,
6432.2,
6210.4,
12531.7,
12309.9,
9648.3,
9981.0,
22180.0,
17633.1,
16302.3,
34711.7,
22180.0,
11090.0,
47908.8,
6654.0,
11090.0,
11090.0,
26283.3,
6543.1,
12753.5,
6543.1,
9537.4,
37927.8,
11090.0,
12531.7,
11090.0,
11090.0,
22180.0,
44360.0,
22180.0,
33270.0,
19518.4,
22180.0,
22180.0,
11090.0,
16856.8,
22180.0,
22180.0,
11090.0,
11090.0,
44360.0,
8428.4,
33270.0,
33270.0,
11090.0,
11090.0,
5988.6,
11977.2,
5988.6,
18575.75,
6210.4,
6210.4,
12420.8,
12309.9,
18631.2,
5766.8,
6654.0,
6321.3,
8872.0,
18575.75,
6432.2,
5766.8,
6654.0,
11810.85,
24287.1,
6210.4,
23732.6,
12642.6,
5988.6,
5766.8,
12753.5,
42474.7,
12420.8,
18298.5,
5988.6,
16856.8,
6654.0,
13141.65,
28612.2,
19740.2,
11090.0,
12642.6,
11755.4,
