y_true,y_pred
,3414.2236457187614
,3943.358631258925
,3140.4265904465515
,3909.3653465557877
,3558.296046095529
,3855.7216438198548
,3411.2624912509114
,3137.4654361222765
,3906.404192303964
,3555.3348919873765
,3408.3013372835053
,3937.4363228959446
,3134.504282154281
,3903.443038394844
,3656.0860954781356
,3552.3737381977826
,3934.4751692902937
,3131.543128608277
,3900.4818848512987
,3653.124941606568
,3549.412584001
,3402.379028764585
,3128.5819731032943
,3897.5207290178587
,3399.417872932388
,3928.5528586944615
,3543.490274418625
,3396.456720017112
,3122.6596651898876
,3891.59842152062
,3540.5291215041902
,3837.954719426711
,3888.637268498918
,3641.2803256516318
,3537.567968441871
,3834.9935663628175
,3116.737359126104
,3638.319172138814
,3534.6068147072465
,3113.7762044986307
,3635.3580175127627
,3384.61210518906
,3879.7538059607914
,3826.1101031838903
,3107.8538953061266
,3525.723350918646
,3378.6897960482165
,3104.8927407509905
,3626.4745537827534
,3522.7621960199986
,3820.1877933917362
,3375.728640473842
,3904.8636256617892
,3101.9315844975904
,3870.8703402549136
,3817.226635449623
,3372.767482191155
,3901.9024670413487
,3098.970425539893
,3867.909180960834
,3620.5522372166342
,3814.2654760212404
,3369.8063226985173
,3864.9480212692124
,3617.5910774627664
,3513.878719298325
,3366.8451629450765
,3895.980146352309
,3093.048103406694
,3808.343148246707
,3090.0869340106665
,3859.0256879876715
,3611.6687428037376
,3805.3819785540018
,3890.0578069654634
,3504.995212674517
,3802.42080811886
,3357.9616532691853
,3605.74640193079
,3799.4596376837167
,3355.000482608936
,3499.0728704540034
,3796.4984656674897
,3352.0393105942285
,3881.174293628357
,3847.181003909949
,3599.824058406694
,3349.0781387893535
,3596.8628867600246
,3072.319906961998
,3841.2586606169752
,3490.189355248096
,3787.5933492571476
,3872.2259747950147
,3069.27233026488
,3590.8109358930783
,3784.4809687723396
,3340.000212487523
,3869.1135943177355
,3066.1599497959173
,3835.0771021923356
,3587.6985554322055
,3483.9645943135874
,3336.887832047932
,3866.001213529743
,3063.047568659105
,3584.586173601158
,3480.852212133579
,3778.2562057995083
,3581.473790724284
,3477.739827988019
,3775.143820382132
,3330.6630624862282
,3859.776442697727
,3056.822796556533
,3825.739947336599
,3578.3613988350808
,3474.6274359707045
,3856.6640503082094
,3053.710404043211
,3822.6275547006308
,3575.249006195379
,3471.515043457264
,3768.919035852448
,3324.4382779576667
,3853.551658171173
,3050.598012030371
,3819.5151628121253
,3765.7368485742772
,3816.239914848426
,3568.838101296284
,3465.080873383965
,3044.0707812706805
,3812.964666882272
,3461.8056255401093
,3759.1863528240556
,3314.6823298174727
,3809.68941933524
,3562.287605844997
,3311.4070822692593
,3037.52028628945
,3559.0123586393574
,3455.2551308768325
,3752.6358582459493
,3308.131835322434
,3837.221950509464
,3034.245039806975
,3555.7371130846386
,3749.360613616656
,3833.9467068094405
,3030.969796105869
,3799.8636823247357
,3552.4618691488718
,3746.0853692087776
,3301.581346514617
,3027.694550988408
,3796.5884369736496
,3298.306101161521
,3827.396216575752
,3793.3131916181164
,3545.911378441935
,3739.534878503838
,3295.030855809683
,3542.63613308967
,3438.8789055540446
,3291.755610455375
,3017.868814931649
,3539.360887734851
,3732.9843877991584
,3288.480365103537
,3817.570480517295
,3014.5935695781054
,3536.0856423852874
