y_true,y_pred
,42275.629461559874
,46513.08163121795
,44841.045525525165
,56030.87467209004
,35216.40817142957
,42311.69579918244
,46549.14795827861
,56066.94097806155
,34864.45620591461
,42347.76206292428
,46585.2142192912
,55693.37431759047
,46621.280463952724
,55729.44056223126
,44985.31058964392
,56175.13970882729
,34972.654903066694
,45021.37673568899
,56211.205854878935
,35008.721049097396
,42492.02693139723
,46729.47910313917
,56247.27214817584
,35432.80564959045
,55837.639273713256
,42528.09327677668
,46765.54544622254
,45093.5093403318
,56283.338486698296
,55873.70559459532
,42564.159592593576
,45129.57564597516
,56319.40478721399
,35504.93828129144
,55909.77189126998
,42600.22588732277
,45165.641936841945
,35541.00456827263
,55945.83820726874
,56391.53745014907
,55981.90459577695
,56427.603838626455
,35613.13734526144
,35225.119110563835
,42708.42501998714
,46945.87720529125
,45273.841115281655
,35649.203792490654
,35261.18555703894
,56054.03744677181
,42744.49146490616
,45309.907558637184
,35685.27023859027
,35297.2520053089
,56090.10389710466
,45345.974015384905
,35721.336695324244
,35333.31846257598
,42816.624375869396
,47054.07656310186
,56571.86963917369
,35369.38492337133
,56162.23681498613
,42852.69083507641
,56607.936096024
,35793.469612188324
,56198.303270289485
,47126.20944806666
,45454.17334478869
,56644.00249377376
,35829.535995519174
,35441.51774665568
,56234.36962291244
,45490.23969448357
,56270.43597063207
,42960.88997536596
,47198.342145366565
,45526.306040025935
,35901.668686647565
,56306.50231181765
,47234.408485446234
,43033.02261035859
,47270.474772826135
,45598.438659969965
,56788.267799347115
,35973.80130142193
,35585.783053936466
,56378.634931556764
,45634.5050072308
,56824.33415659049
,36009.86765883156
,35621.84941128935
,56414.701289055534
,47342.6074677597
,45670.57136494405
,36045.93400935773
,56450.76763237791
,43141.22163489836
,45706.63769739422
,56896.46685095027
,36082.000357326346
,56486.833995772045
,43177.288006103314
,47414.74018274882
,56932.53323523519
,36118.06674041305
,43213.35438560364
,36154.13311872974
,35766.11487423441
,45814.83682137506
,35802.181220790546
,43285.487101475
,47522.93927238786
,45850.92480712062
,57040.775594151855
,36226.33073392128
,35838.3341240196
,56631.20763925494
,57076.993417315556
,43357.90110870465
,36298.76638281908
,35910.76977356534
,43394.11893378712
,47631.59274449936
,57149.42906749692
,36334.984207862915
,35946.98759865375
,43430.33675888044
,47667.81056958861
,45995.79610495689
,57185.64689256894
,36371.20203302418
,35983.20542375907
,36019.42324877613
,47740.246219763714
,46068.23175513712
,57258.08254277246
,56848.51458976775
,43538.99023413184
,47776.46404484955
,57294.300367881806
,36479.855508246095
,43575.208059225166
,47812.6818699388
,46140.66740532062
,57330.518192975986
,36128.07672405825
,47848.89969502705
149059.486,
57999.8,
24359.916,
28999.9,
53359.816,
28999.9,
28999.9,
24359.916,
63799.78,
53939.814,
50459.826,
28999.9,
17109.941,
28999.9,
57999.8,
28999.9,
16239.944,
28999.9,
115999.6,
28999.9,
45239.844,
115999.6,
86999.7,
28999.9,
86999.7,
57999.8,
17109.941,
64959.776,
86999.7,
28999.9,
31899.89,
28999.9,
28999.9,
16239.944,
16529.943,
31899.89,
31899.89,
17109.941,
28999.9,
28999.9,
206769.287,
74819.742,
17399.94,
28999.9,
17399.94,
16819.942,
16819.942,
33639.884,
16239.944,
17109.941,
28999.9,
17109.941,
17399.94,
34799.88,
28999.9,
32189.889,
16239.944,
17109.941,
82069.717,
16529.943,
33929.883,
50749.825,
91059.686,
16529.943,
83229.713,
28999.9,
249109.141,
28999.9,
45239.844,
124699.57,
28999.9,
54519.812,
34219.882,
17399.94,
17399.94,
28999.9,
99469.657,
50459.826,
33059.886,
25519.912,
53939.814,
17399.94,
92219.682,
57999.8,
32479.888,
125859.566,
28999.9,
16239.944,
133399.54,
16239.944,
65249.775,
55099.81,
33929.883,
28999.9,
16529.943,
16819.942,
75109.741,
45819.842,
28999.9,
28999.9,
28999.9,
57999.8,
21459.926,
23199.92,
28999.9,
20879.928,
57999.8,
57999.8,
57999.8,
115999.6,
57999.8,
49879.828,
28999.9,
28999.9,
51619.822,
34219.882,
16239.944,
32479.888,
130499.55,
17399.94,
40019.862,
22619.922,
54954.8105,
20879.928,
16819.942,
15659.946,
57419.802,
32189.889,
30739.894,
21459.926,
38859.866,
48864.8315,
17399.94,
32189.889,
88739.694,
57419.802,
16239.944,
16529.943,
54519.812,
78734.7285,
99759.656,
41759.856,
16964.9415,
15659.946,
75979.738,
96859.666,
16239.944,
78879.728,
